Gene.symbol	Gene.ID	adj.P.Val	logFC
RBM8A	9939	0.00880662023828112	0.575658837944438
RASL11B///RASL11B	65997///65997	0.00880919703753194	0.296905103855556
BST1	683	0.00880919703753194	1.91568057219333
		0.00880919703753194	-0.836612208088891
LAMB2	3913	0.00880919703753194	0.851008400215556
FCGBP	8857	0.00884128746412287	-0.558313240557777
INPPL1	3636	0.00884572795534546	0.437204882011111
SERPINA3	12	0.00884637918595794	0.27614826012
SCAF11	9169	0.00885803916509529	-0.441606727815555
		0.00886205088423464	0.564499562391112
HEXA-AS1	80072	0.00886205088423464	-0.454705146017778
ORM2	5005	0.00886205088423464	-0.560170895711109
RNF40	9810	0.00886205088423464	0.372066115193335
DGAT2L6	347516	0.00886205088423464	0.245124870255556
SLC9A2	6549	0.00886531262605125	0.240198475331112
		0.00889500803983835	-0.825870082037774
		0.0089009387121488	0.470066014495556
		0.00890193427574979	0.336592282800002
UBQLN4	56893	0.00890193427574979	0.334770634311115
COPZ1	22818	0.00890262265601203	0.342340234402222
GNPTAB	79158	0.00890304441755621	0.44544560036667
		0.00891698361652849	0.627344156500001
		0.00892054790118947	0.913743161331111
BABAM1///BABAM1	29086///29086	0.00892683770956592	0.354050405724446
		0.00892683770956592	-0.899218341717777
		0.00892683770956592	-0.806577359086662
		0.00893081188522532	0.422747111173334
		0.00893151301694025	0.480326690733332
CARD8	22900	0.00893728427040071	-0.363835866108888
IFITM1	8519	0.00893764881010274	-1.66618573992
TRAM2	9697	0.00893764881010274	-0.825572436482222
RPL14	9045	0.00893904917323573	-0.469627896839999
SEC23IP	11196	0.00893904917323573	0.636455458400002
PPP6R2	9701	0.00893904917323573	-0.204862758866666
CD164	8763	0.00893904917323573	-0.442012875299994
		0.00894709032456221	0.353219348288889
SLC6A6	6533	0.00894709032456221	0.707798394293334
C2orf49	79074	0.00896140422549194	-0.579867356146664
TSPAN18	90139	0.0089624180270065	-1.15395493738889
		0.00896618203113625	-0.709308737155554
		0.00897666201490948	-0.287422779028888
ULK4	54986	0.00897666201490948	-0.519460091722222
MAN2B2	23324	0.00897669596369382	-0.472473147937777
		0.00897669596369382	0.45929949414889
FCF1	51077	0.00897882594509605	-0.580798366822222
		0.00897999301227355	0.277196092522223
		0.00898845488328127	0.764695967700001
		0.00898902738900993	-0.927404610886665
YIPF5	81555	0.00899005716509785	-0.443205426024443
HIST1H3J	8356	0.00900036348949628	1.04927479378889
		0.00900512194190681	-0.932256660477775
ARPC1A	10552	0.00900512194190681	0.481854511848891
OR7D4	125958	0.00900580626524549	-0.504453749528889
NAV2	89797	0.00900896489144765	-0.356173592175554
GPR137C	283554	0.0090104395335634	0.359866044766668
NKIRAS2	28511	0.00901050157203757	0.505046719160005
WNT7A	7476	0.00901389371402841	-0.785906655671111
MYO15B	80022	0.009021566585234	0.633132631628892
SRI	6717	0.00902733932986927	-0.570177371228887
		0.00903021307033714	-0.800098485293333
		0.00903426837252094	-0.365919447164445
CREG1	8804	0.00904276271452476	1.06318586577334
PHLPP1	23239	0.00904399750592701	0.20292899798
DALRD3	55152	0.00905643557546698	-0.396190396600001
RAB11B	9230	0.00905787705736382	-0.362765328182222
		0.00906694077631054	0.348796663395557
		0.00907718670216132	-0.661575907964441
		0.00908109134916207	0.621478679502223
EPS8L1	54869	0.00908509499914561	-0.343422222693332
		0.00909631781454775	-0.624672610684444
DDX43	55510	0.00910499945083836	-0.542117860648889
MTND2P28	100652939	0.00910511125602762	0.961611165886669
GNLY	10578	0.00910849526478348	-1.96754840313333
		0.00911635793993605	0.758601843591114
LNPEP	4012	0.0091222616569747	-0.529251247186668
SMCR8	140775	0.00912855919468717	-0.588413203271108
		0.00913062318678996	-0.207899364217776
TRIM14	9830	0.00913567291489437	-0.716187473535553
		0.00913567291489437	-0.444315542073332
		0.00913567291489437	-0.529850351422224
FAM81B	153643	0.00913567291489437	0.644383776080002
OAZ1	4946	0.0091395751509155	-0.65728126806
C8orf46	254778	0.0091425664377083	-0.397305245997777
PGBD2	267002	0.0091425664377083	-0.667787125728888
RELL1	768211	0.0091425664377083	0.885574866515557
FSIP2	401024	0.00914592016454919	-0.372252277133334
FBLN1	2192	0.00915114750710667	0.271342491006667
ABLIM1	3983	0.00916488942333047	-1.88314959444667
KIAA0319L	79932	0.00916775753090313	-0.279698117484443
ZC3H12C	85463	0.00916775753090313	1.40845798687111
		0.00917573248376781	-0.272468916502223
C12orf45	121053	0.00918341126575715	0.576075406291111
USP48	84196	0.00919572769777172	0.557597541395563
SEL1L2	80343	0.00919572769777172	-0.238690393382221
SRP68	6730	0.00920613121418954	0.329981743113331
MYO19	80179	0.00920975763963625	0.34784537794
		0.00920979146844129	0.949203892975554
		0.00921170612258896	0.831111187440001
DIRC2	84925	0.00923021348793918	-0.919391526842219
RAB5B	5869	0.00923204040267452	-0.53617408491778
GAFA2	100130322	0.00923480764125549	-0.451324896271111
		0.00923897442346387	0.247413355977779
RPS20P27	729927	0.00924433325331005	-0.555038738537774
SEC16A	9919	0.00924433325331005	0.361089308024446
TMED4	222068	0.00925564532796246	-0.69891407489111
CFLAR	8837	0.00926780697906288	-0.501270171893337
DPH6	89978	0.00927732889897986	-1.07053145990889
DIMT1	27292	0.00929457222741368	-0.471899532362221
		0.00929643052098047	-1.11098589673778
		0.00929731727090762	0.844339949339999
LGALS1	3956	0.00929731727090762	0.941879627339999
		0.00930133431786849	-0.331097813779996
		0.00931229326468855	-0.373671894293332
		0.00932025658208725	1.24588762120889
FLJ44477	401157	0.00932070466627449	0.338330286942224
LRRFIP1	9208	0.00932168517107403	0.977975838611114
CDC16	8881	0.00932502515763459	-0.414652829311113
FOXJ3	22887	0.00932936487821555	-0.642977751877774
		0.00933401197258367	0.681317364133333
		0.00933401197258367	-1.10833734951333
		0.0093364902232915	-0.248510382235555
RNVU1-17	101954269	0.00933997582850787	0.448440347560001
ASF1A	25842	0.00934779183509436	-0.955332377664443
CDK17	5128	0.00934779183509436	-0.725174218584442
		0.00934914509511427	-0.515785918502221
TMEM138	51524	0.00935031702892488	-0.559911361028887
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.00935187234853375	0.519728817884444
DNTT	1791	0.0093639241708512	1.75248872409556
		0.0093734007691985	-0.582458191542222
ZC3H12B	340554	0.00937713328115168	-0.661985990695554
SPRYD7	57213	0.00937713328115168	0.53185658316667
		0.00937884516034748	0.577609174346667
		0.00937956787474384	0.670734535415558
RSL1D1	26156	0.00937956787474384	-0.458544071931112
LOC642980	642980	0.00938963177541854	-0.450266251848888
ADRB1	153	0.00939009802967752	0.584966467535557
DPP7	29952	0.00939498015074621	-0.43114730438889
		0.00940388863014858	0.617780736406667
PEG10	23089	0.00940388863014858	-1.37275049551111
JAKMIP2	9832	0.00940388863014858	-1.22844615980222
		0.00940388863014858	0.62793726232889
OR5K2	402135	0.00940388863014858	0.224187046422222
RNFT1	51136	0.00940388863014858	-0.362977291166665
MSMO1	6307	0.00941347518917429	-1.21790189018444
TMEM123	114908	0.00943226255734824	-0.377691014864441
CNTN1	1272	0.0094346155431054	0.603288488782222
		0.00944430198866824	0.454887596922222
CKAP4	10970	0.00944459775895739	-0.819177742126667
LGALS3BP	3959	0.00945540596468436	1.11495253920222
KIAA1614	57710	0.00945540596468436	-0.283289788775555
FERMT3	83706	0.00946624406502736	0.545465828826666
SIGMAR1	10280	0.00946754577968052	-0.669231422368885
TBC1D1	23216	0.00946938779845891	0.395172194486667
LOC692247	692247	0.00947719755376857	-0.359588186126667
EPB41L4A	64097	0.00948899045867167	-1.04022373595111
		0.00949463850643084	-0.542879502866666
TMEM110-MUSTN1///TMEM110	100526772///375346	0.0094993350931992	-0.381559545544444
		0.00950028077596214	0.829473623228893
GRASP	160622	0.00950028077596214	-0.778378163784443
TCEA1	6917	0.00950038040106096	0.409332429944444
PCDHB11	56125	0.00950038040106096	0.30399274438889
DUSP10	11221	0.00950038040106096	1.16143892967778
LOC107987020///LOC107987020	107987020///107987020	0.00950490201034275	0.570865605515558
TBC1D22A	25771	0.00950994756450543	-0.366530813584446
H3F3C	440093	0.0095146704908241	0.851005463557781
		0.00951569767563108	0.23652071008
CACTIN	58509	0.00951851662872542	-0.347632628804442
		0.00952025329727633	-0.702965315744444
		0.0095417501673755	1.04684061181778
		0.00954690254244777	0.978887711788889
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	100288778///100287171///653635///375260///374666	0.00955876388955334	0.508247500544446
RAB38	23682	0.00955876388955334	1.18086953272889
PAPSS1	9061	0.00956485451833661	0.670901721868892
BSN	8927	0.00957084639388792	-0.278015836633333
		0.00957619954767605	0.2699037885
LOC100049716	100049716	0.00957726781270655	-0.512378007597776
EIF2AK3	9451	0.00958382704636309	-0.876468007699999
TACSTD2	4070	0.0095876861263735	0.486798277122225
		0.00959729852522451	0.622439674393336
ZFP36	7538	0.00959970959199385	-1.16175829048889
		0.00959970959199385	-0.343982806831109
RPL21P28///RPL21P19///RPL21P44///RPL21	100131205///641293///402176///6144	0.00959994663602961	-0.56398332910222
SLC16A3	9123	0.00960244288978426	0.881765012506667
KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7	100132476///100132386///728224///653240///85291///85289///84616///83755///81871///100132476	0.00960252087932238	-0.752135697104444
SAMM50	25813	0.00960468861148293	-0.719776154828887
		0.00960668092236817	-0.688038213577777
NAP1L1	4673	0.00963422438080511	0.470182577151114
SFI1	9814	0.00963997797310296	-0.516236887631107
NMT2	9397	0.00966833691533119	-1.32037549277111
ENO2	2026	0.00967561118689706	-1.11061017122222
		0.00968148133121793	-0.523433628582222
		0.00968474867466251	-1.04914871887777
SNHG1///SNORD25	23642///9303	0.00968570853738913	1.18673353578667
		0.00969340983851938	0.764025282320001
BLOC1S2	282991	0.00969755109203882	-0.517542590219999
		0.00970145774248909	-0.343321529073332
INO80D	54891	0.00972246771149675	-0.566184577988887
XKR3	150165	0.00972424173630734	0.457609566084445
NUP37	79023	0.00972521450615106	0.495034211606669
		0.00974193127689277	0.349494462675555
ZNF138	7697	0.00974334840353372	-1.53667529339333
CD200R1	131450	0.00974480007229773	-1.47223807637778
		0.00974480007229773	0.543707295222227
CCDC24	149473	0.00975315775759181	0.385066802686669
OR2A9P///OR2A20P	441295///401428	0.00975416228371847	-1.09520364766889
		0.00975970290550867	0.894564352342225
		0.00975972185616107	-0.412243222757778
PDAP1	11333	0.00976884040766249	0.276192696555555
DICER1	23405	0.00976922120902102	-0.389965516028891
BCL9	607	0.00976967892531132	-0.850426635382218
MIR181B1	406955	0.00977303677255652	1.18210885109778
ZNF480	147657	0.00978275451807709	-1.07942693607778
TMSB4Y	9087	0.00978396599021356	0.53377752221778
CTDSP2	10106	0.00978745790584136	-0.433296294891109
		0.00979897961156189	-0.358240391011112
TP53RK	112858	0.00980436380643307	-0.585114615106665
		0.00980529225239934	-0.695833899424444
		0.00983088849396529	-0.338270687026666
GPR85	54329	0.00983420533182829	0.389083338475558
DEDD	9191	0.00983420533182829	-0.577455712293335
CEP57L1	285753	0.00983496394068301	0.618310614897777
ZNF570	148268	0.00984509970098914	-0.900762604731112
RAD9B	144715	0.00985361352475799	0.445366105195555
C3orf70	285382	0.00985686406226822	0.405133502784444
TRABD	80305	0.00985686406226822	0.330429947046666
		0.00985686406226822	0.611331266224447
		0.00985686406226822	-0.343640296399999
		0.00986300180767245	-0.261065793053333
		0.00986604961829426	-0.47555850342
LOC441268	441268	0.00987647584674202	0.769962162459999
DOPEY1	23033	0.00988035690396529	-0.454872525435555
		0.00988462001936619	0.403312880895557
		0.00988462001936619	0.572060881162224
ABTB2	25841	0.00989236362233792	0.421365961022224
LINC00094	266655	0.00989236362233792	-0.364040353555554
		0.00990120952973947	-0.30962255726
		0.00991971332579253	-0.431057041015554
ENPP5	59084	0.00994836499572797	-0.894848317966667
MTFMT	123263	0.00994836499572797	-0.57568692454889
		0.00996293590665834	0.709972110782223
LRRC37A2///LRRC37A6P///LRRC37A3///LRRC37A4P///LRRC37A///LRRC37A2	474170///387646///374819///55073///9884///474170	0.00996320806188611	-0.594265605128887
		0.00996320806188611	0.575047873737779
		0.00996976560729151	-0.488961698504444
		0.00997015239182158	-0.523896570053333
DHPS	1725	0.0099904231535893	-0.402061124219997
		0.00999498793663568	-0.340645649733332
APLF	200558	0.009997777374592	-0.848363357079999
CCDC171	203238	0.0100070537881412	1.11121544106
C6orf52	347744	0.0100076638129694	0.306924063875554
DUSP16	80824	0.0100120926333974	-1.09855588405111
NAB2	4665	0.0100143425705243	0.380836214984444
		0.0100161351932185	-0.456607004919998
		0.0100176096672971	-0.602393860295551
		0.010029023825371	-0.375554078488887
PAPPA-AS1	493913	0.0100304310236476	-0.40324125738
LOXL4	84171	0.0100402947752892	-0.302636667668888
XBP1	7494	0.0100448885440105	0.566241218288891
UBLCP1	134510	0.010048440299268	-0.679051961522219
POLR3K	51728	0.0100651576227449	-0.518322112017776
COPB2	9276	0.0100730733377445	0.505340979497783
THAP7	80764	0.0100730733377445	-0.506723920102221
		0.0100815400037492	-0.534112562897777
GBP2	2634	0.0100961680269744	-1.29814704593778
NLRC3	197358	0.010108048934418	-1.00128655594222
GSDMB	55876	0.010108048934418	-1.02010819913555
DUS2	54920	0.0101139481981975	-0.934793907817776
		0.0101253469896584	0.736018641911109
SP4	6671	0.0101253469896584	-0.849993541777776
TRIB1	10221	0.0101266478077758	1.51436404527333
CPSF1	29894	0.0101356887597104	0.354187122477776
VENTX	27287	0.0101549587998298	0.665489795095555
CDK5RAP3	80279	0.0101551122666573	1.00791539162222
SPTBN5	51332	0.0101551122666573	-0.252933878457777
		0.0101666981573632	0.6502695517
RILPL2	196383	0.0101698149214462	0.595632771997777
C1orf216	127703	0.0101928351694275	0.367855318562226
SMAD6	4091	0.0101963503644984	0.386496415980001
		0.0101963503644984	0.299250867468889
		0.0101963503644984	0.27551864292
TNRC18///TNRC18	84629///84629	0.0101963503644984	0.592262746913333
		0.0101963503644984	1.09547489716223
RPL26	6154	0.0102402095546555	-0.572734401346663
PROP1	5626	0.0102417710119352	0.447586152617781
METTL5	29081	0.0102437215325234	0.526460999611111
		0.0102437215325234	0.73948319568
LONP2	83752	0.010248170749658	-0.31485420432
FUT8	2530	0.0102537557736222	-0.906483646646666
TAS2R5	54429	0.0102549916188494	-0.606441596477779
		0.0102596713759425	-0.263110792353333
HIRA	7290	0.0102623662974336	0.374327949668893
		0.0102628054248911	0.447321700724446
MVK	4598	0.0102641567813509	-0.300188794039999
		0.0102773442317891	0.334921426991114
XPO5	57510	0.010285344986911	0.383796183386668
PGLYRP1	8993	0.0102857361284041	0.325285643273332
		0.0102964724757122	1.21260437868444
		0.0103117103493273	-0.825641740153332
OTUD1	220213	0.0103207003456016	-1.15973424142889
RNU5E-1	26829	0.0103207003456016	1.03753764122444
MYO5A	4644	0.0103268469418227	-0.66598656666222
		0.0103377872326071	1.09640186314
C6orf106	64771	0.0103399872536699	-0.497760483195553
MBD4	8930	0.010341285953142	-0.644823922557777
RPL36	25873	0.0103518578645469	-0.800690330199997
ZNF655	79027	0.0103521174156108	-0.438710422793331
AK9	221264	0.0103621108640219	-0.815319371619999
RUFY1	80230	0.0103690755073682	0.556806777784448
NUS1	116150	0.0103784506892612	-0.426706684326664
YIF1B	90522	0.0104014831047507	0.447103785246667
		0.010414711519481	0.532590528842221
RNASE1	6035	0.0104201865082565	1.49034464217111
EXPH5	23086	0.010428977970494	-0.784056968524444
H2AFV	94239	0.0104325018283602	0.477229525586669
		0.0104413742224544	-0.562149430439999
KIAA1958	158405	0.0104413742224544	0.570557870333333
		0.0104491097803435	-0.538245638473334
TXNIP	10628	0.0104534808089369	-0.527856011688888
ZNF568	374900	0.0104620199011334	-0.608303939286667
TGFBR1	7046	0.0104620199011334	0.511463940920006
MROH6	642475	0.0104622851016915	0.431151601100001
SGCE	8910	0.0104622851016915	-1.09587047282889
		0.010470960824334	-1.05287999605556
NFIL3	4783	0.010470960824334	1.35989268817778
FKBP1A	2280	0.0105103416535223	-0.563373914762219
PSPH	5723	0.0105265151561918	0.543858734215556
BTD	686	0.010527122409548	-0.397711041668889
SLC3A1	6519	0.010548752458927	-0.383766685597778
NEFL	4747	0.0105491386708771	-0.718144482173333
FAM220A	84792	0.0105560884105302	-0.649880430597777
FAM127A	8933	0.0105590496443236	-1.03047936425778
VPS36	51028	0.0105590748126715	0.411791005213333
		0.0105590748126715	-0.92495565632
		0.01057171131351	0.65756302483778
BAG4	9530	0.01057171131351	0.455441818564448
C2orf71	388939	0.010573671908682	-0.276088635195555
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	102724093///100133220///647042///643707///642402///440295///374650	0.0105761104197649	0.652717209375556
FSIP1	161835	0.0105933466326814	0.323282665893335
GANC///CAPN3	2595///825	0.0105933466326814	-0.844892545699999
FAM227A	646851	0.0105933466326814	0.680679573771113
HDAC1	3065	0.0105933466326814	0.432082197966665
RHNO1	83695	0.0106154758694542	-0.7895204821
		0.0106154758694542	0.641220198020003
		0.0106240981279644	0.634183886755558
DLGAP1-AS1	649446	0.0106335730250928	-0.869367880517775
APPL2	55198	0.010634465951971	-0.376337285904445
SERPING1	710	0.0106384223983641	1.36864709090222
		0.0106396138718404	-1.11709777106667
		0.0106566561859547	-0.305300956044446
		0.0106566561859547	-1.36304454729556
		0.0106628304495619	-1.05151351167778
		0.0106653569146027	0.171843614833333
		0.0107345256697685	-0.35091008416
		0.0107345256697685	1.20609523236445
ZNF766	90321	0.0107365829560589	-0.720739365591109
C3orf36	80111	0.0107463299782594	0.361133022268888
		0.0107584446498683	0.443662964271112
		0.0107584446498683	0.656918154346668
		0.0107623478524359	-0.29071561084
GPR108	56927	0.0107645142378521	-0.527025028342219
MIR30C2	407032	0.0107898031638689	-0.336403902811109
FLJ42220	400207	0.0107964051160786	0.334287076064446
SUN1	23353	0.0107964405763612	-0.561572934035553
NOL6	65083	0.0107964405763612	0.340559510928891
MED29	55588	0.0108098861089472	-0.354395904579999
		0.0108210210138847	-0.278613400422221
LOC100996732///LOC654342///LOC645166///LSP1	100996732///654342///645166///4046	0.0108338697651698	-0.912647711995556
		0.0108338697651698	0.309971030877779
WDR37	22884	0.0108338697651698	-0.381272672775554
		0.010834778374386	0.816566922735555
		0.010834778374386	0.411194488962223
		0.0108364654263562	0.639135788013334
LPCAT3	10162	0.0108416225532775	0.588525145897776
MIR4435-2HG///LINC00152	541471///112597	0.0108437231505597	0.931178254482223
		0.010852674124707	-0.435659174188888
		0.010852674124707	1.15161188207556
SERPINB2	5055	0.0108601513542066	2.19115455884889
ZNF160	90338	0.0108640257901671	-0.393090438451111
MRPL34	64981	0.0108670059524471	-0.472165772882223
PURB	5814	0.0108688244806096	0.50398296313778
		0.0108874060391163	0.193881539966668
		0.0108956737541458	-0.562864139942223
PMM1	5372	0.0108973831144578	-0.435435382077778
PELO///ITGA1	53918///3672	0.0108973831144578	-0.696254861464443
NCR1	9437	0.0109014372179667	-0.659630810222219
HOXB7	3217	0.0109041573548301	0.543599026319999
SNX13	23161	0.010914643301934	-0.415639634331107
		0.0109212730186334	-0.337795703464445
HAUS1	115106	0.0109223059992638	-1.24232542846667
		0.0109225466904721	-0.305973950542222
ZNF169	169841	0.0109304979111182	-0.519664506024442
		0.0109498821791562	-0.237974227228889
PCSK1N	27344	0.0109585676421898	0.444355683224447
ATP13A2	23400	0.0109752947853888	-0.35380005549778
HPS4	89781	0.0109752947853888	0.487212580215555
		0.0109774845092487	-1.27654882785556
FYN	2534	0.0109774845092487	-1.12769766726222
		0.0109774845092487	-0.683274258411108
ITGAL	3683	0.0109954093134053	-1.19759898603111
ZNF677	342926	0.0109954093134053	-0.512597696584444
		0.0110049241799436	-0.99267534088
CDK2AP2	10263	0.0110049241799436	-0.422254301264445
		0.0110129702833355	0.438027165082222
GPATCH3	63906	0.0110191655838485	0.319941621366668
TESK2	10420	0.0110220407698373	-0.526780455995553
		0.0110220407698373	-0.770724303348889
PLS1	5357	0.0110240995105072	0.931060111155555
MBNL3	55796	0.0110240995105072	-0.609738765908887
OTUD4	54726	0.0110240995105072	-0.492469865593334
NT5C2///NT5C2	22978///22978	0.0110295769135496	0.423036900080001
ASMTL	8623	0.0110421762442587	0.325159793662224
P2RY8	286530	0.0110791113727296	-0.60211398336444
CPLX1	10815	0.0110811397763303	0.382104467942225
TGFBRAP1	9392	0.0111034797406388	0.451313902777779
		0.0111138117988812	-1.05844768947333
ALOX5AP	241	0.0111203234496855	-1.64879658286222
		0.0111203234496855	0.648830000524444
HS3ST3A1	9955	0.0111267571979895	0.393023702617778
TONSL	4796	0.0111300227437887	0.316213262320002
		0.0111461919988221	0.572562901244445
KDM8	79831	0.0111567803062728	-0.551780829068889
ZNF771	51333	0.0111685618805563	0.314732974784444
GCH1	2643	0.0111685618805563	-0.860440785315553
CETP	1071	0.0111685618805563	0.538496874257779
		0.0111691692689373	-0.899547513551108
KPNA5	3841	0.0111783921905656	-0.905278163355557
		0.0111895460254588	0.695888977135557
		0.0112057154208875	0.469436627279999
MAPKAPK5	8550	0.0112178930704228	-0.354756060315551
CD160	11126	0.0112178930704228	-1.24443417781778
		0.01121927471613	-0.812798985962221
		0.0112255373877688	-0.31570870468222
TRIM6-TRIM34///TRIM6///TRIM34	445372///117854///53840	0.0112255373877688	-0.669899669537776
AP4M1	9179	0.0112262079298585	0.517053747046668
DPY19L2P4	442523	0.0112325712541057	0.423432681648889
		0.0112398808809797	0.383172860493335
		0.0112610373601935	0.999658644366667
IGF2BP1	10642	0.0112654806763426	0.291661460037779
SYCP2	10388	0.0112791228203649	-0.756696182213333
ACY3	91703	0.01128570775922	1.10487786624
		0.011287292376698	-0.32474337009111
		0.0112887936931621	-0.385081816637777
CENPL	91687	0.0112899712284773	0.58412212914
		0.0112998517763674	0.496309299513335
RPL17-C18orf32///RPL17	100526842///6139	0.0113016563784826	0.336948843733335
AFDN	4301	0.0113016563784826	-0.901297090277777
STON1-GTF2A1L///STON1///GTF2A1L	286749///11037///11036	0.0113062205764171	0.412537811684445
EBNA1BP2	10969	0.0113062205764171	0.384144223224447
KIAA1462	57608	0.0113167115891906	0.474264357320001
CHODL	140578	0.0113167115891906	-0.460814705375554
		0.0113179282938648	-0.566193593571107
		0.0113205622888035	-0.334151396522221
ZC3H15	55854	0.0113361162883456	-0.96746849654
TMUB1	83590	0.0113484191992867	-0.26907487500444
LOC100129888///NIF3L1	100129888///60491	0.0113530664373189	-0.556383426284444
		0.0113680502206315	0.654386102206669
		0.0113680502206315	-0.586850569362218
XRN1	54464	0.0113680502206315	-0.348602126459999
LINC00610///COMMD9	399879///29099	0.0114048881411443	-0.607706536404444
		0.0114508251681748	-0.198885604633332
IFNAR1	3454	0.0114528389015622	-0.567415939633332
LFNG	3955	0.0114529542273633	-0.814624545888891
		0.0114535009557238	-0.486599444166666
		0.0114556958137597	0.748274986046666
TOMM40L	84134	0.0114556958137597	0.554333691664447
CKS2	1164	0.0114588018484126	1.03863572357111
		0.0114605870385286	-0.606106677566667
GLDC	2731	0.0114691861644221	-0.795525869271109
KRI1	65095	0.0114730610272988	0.458379993788891
SUFU	51684	0.0114730610272988	-0.531683060504443
PLEKHG1///PLEKHG1	57480///57480	0.0114776521327968	-1.58714805933556
NOL9	79707	0.0114937836358653	-0.398809445502223
E2F6	1876	0.0114969045175397	0.520928493966669
NAPG	8774	0.0114969045175397	0.270545985562227
TMEM45B	120224	0.0115032117905055	-1.02940282200222
USP42	84132	0.0115179945563721	-0.45924623142
		0.0115179945563721	1.05073718437556
NKX2-5	1482	0.0115198194331605	-0.549338806504441
		0.0115328874968053	-0.723826821735556
		0.0115348791902384	-0.86179766501111
TSKU	25987	0.0115470162613131	0.427031893617778
STARD7-AS1	285033	0.0115580844986462	0.514428013955557
WDR72	256764	0.0115602347491037	0.160751283324446
		0.0115722444772802	0.371757090026668
ARCN1	372	0.0115730237888825	-0.51876631623333
		0.0115730237888825	0.60931761641778
		0.0115873875513077	0.465316642786669
		0.0115967128432149	-0.598944348755559
		0.0115988432557921	-1.25433134501555
SLC30A1	7779	0.011600803052192	0.83289530552889
ZNF596	169270	0.0116023725139279	-0.538285714837777
		0.0116032957744628	-0.369328234422222
ILF2	3608	0.0116349214826616	0.352048047360006
RBKS	64080	0.0116473026703839	0.575184333617779
ZNF626	199777	0.0116506123581963	-0.360443994466667
DDX51	317781	0.0116506123581963	0.280367475506666
LYRM4	57128	0.0116536032957461	0.448884389948891
SC5D	6309	0.0116684032725546	-0.884291460544444
		0.0116761239825307	0.574338345755556
		0.0116761239825307	0.498178583540001
SPINK2	6691	0.0116761239825307	1.80502199486444
PAQR7	164091	0.0116761239825307	0.824758104937779
TEX14	56155	0.0116792250838578	0.517980642042222
		0.0116827376725867	-0.611759550297776
SLC25A29	123096	0.0116987778833302	0.675008602139999
ZNF114	163071	0.0117102971279353	0.583258150806668
TSPAN14	81619	0.0117322047331082	-0.77424974281111
P2RY2	5029	0.0117322047331082	1.09227267335778
GBP3	2635	0.0117354229155267	-0.730931427228889
SMURF1	57154	0.0117381196454081	0.501946891633332
IFRD2	7866	0.0117407880307098	0.309257023342221
GTF2B	2959	0.0117407880307098	0.426838686051111
VCX3B///VCY1B///VCX3A///VCX2///VCX///VCY	425054///353513///51481///51480///26609///9084	0.0117565121632363	0.449274055042223
		0.0117600317459619	0.562887789393336
		0.0117650567431479	0.498836800348892
		0.011773859513727	0.623921920371115
SEPT7	989	0.0117750412811193	-0.286994536697774
		0.0117770163223429	0.346941142677779
		0.0117942554682709	-0.612290698608887
CNPPD1	27013	0.0117948446717207	-0.557199659062223
		0.0118388797061386	-0.37406808172
		0.0118388797061386	-0.565683746971112
AGO3	192669	0.0118488089130288	-0.370704304819999
		0.0118544358641142	0.829164490975558
CPLX3	594855	0.0118583638145877	-0.381114623964443
ADAMTS17	170691	0.0118583638145877	-0.410060837508888
		0.0118583638145877	-0.998308390760001
		0.0118847413275356	0.95403059682222
ZNF316	100131017	0.0118847413275356	-0.427990471639998
KHDRBS1	10657	0.011892955044794	0.253507151593336
BCAS2	10286	0.0118941699632264	-0.447675371264443
FKBP11	51303	0.0118941699632264	-0.713517274226666
		0.0118941699632264	0.432972234753333
GABRD	2563	0.0118969741388499	-0.397239404448888
		0.0118977365442615	-0.584146708259999
HOXA1	3198	0.011897738554527	0.463767524782224
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///PKD1P2///NPIPA1///PKD1	105369154///101059953///101059938///100288332///642799///642778///339044///283955///9284///5310	0.0119385346458535	-0.429190475099993
		0.0119397865672602	0.212702739722222
BNIP2	663	0.0119513828640109	0.481338836897782
		0.0119528426884584	0.740647073522223
		0.0119528426884584	0.483563871924446
CD244	51744	0.0119564211808449	1.58955032456444
		0.0119570368485807	0.995349669931115
LINC00852	84657	0.0119644795524697	-0.544097574806666
SUCLA2	8803	0.0119694360425163	0.569528282228887
		0.011982005723874	0.568346269604445
MYOD1	4654	0.0119845786323318	0.296628839586669
		0.0120047598497182	0.674902602566669
FAM168B	130074	0.0120461676592657	0.301534853833331
		0.012046889286661	-0.94823154983111
FNIP1	96459	0.0120711262368972	0.477850933702223
RACGAP1P	83956	0.0120723879579375	0.428170735775554
		0.0120806539788995	-0.395563207626665
IQCG	84223	0.012087770528215	-0.496797692071111
		0.012105613490607	-0.311861200313333
